,carat,cut,cut_ord,color,clarity,clarity_ord,predicted_price,bid,pred_price_modified,bid_modified
355,2.05,Ideal,5,H,SI2,2,13676.15,9573.305,13676.15,9573.305
356,0.3,Premium,4,D,VS2,5,157.3,110.11,157.3,110.11
357,0.3,Premium,4,H,VS1,4,-296.7,-207.69,0,0
358,0.9,Very Good,3,J,VS1,4,4593,3215.1,4593,3215.1
359,2.25,Ideal,5,I,SI2,2,15358.75,10751.125,15358.75,10751.125
360,0.42,Ideal,5,G,VVS1,7,2232.96,1563.072,2232.96,1563.072
361,0.7,Good,2,F,SI2,2,1844.3,1291.01,1844.3,1291.01
362,1.2,Very Good,3,I,SI1,3,6662.9,4664.03,6662.9,4664.03
363,1.52,Premium,4,G,SI1,3,9513.16,6659.212,9513.16,6659.212
364,0.33,Ideal,5,G,VVS1,7,1475.79,1033.053,1475.79,1033.053
365,1.21,Premium,4,J,VVS2,6,8267.13,5786.991,8267.13,5786.991
366,0.23,Very Good,3,E,VVS2,6,-135.71,-94.997,0,0
367,0.31,Ideal,5,H,VVS2,6,853.53,597.471,853.53,597.471
368,0.5,Ideal,5,F,SI1,3,1090,763,1090,763
369,1.01,Very Good,3,H,SI1,3,5064.43,3545.101,5064.43,3545.101
370,0.76,Ideal,5,H,VS2,5,4185.38,2929.766,4185.38,2929.766
371,0.31,Premium,4,E,VVS2,6,695.43,486.801,695.43,486.801
372,1.77,Ideal,5,D,SI2,2,11320.51,7924.357,11320.51,7924.357
373,0.4,Very Good,3,G,SI1,3,-67.5,-47.25,0,0
374,0.51,Very Good,3,G,VS2,5,1765.93,1236.151,1765.93,1236.151
375,0.54,Ideal,5,F,VVS1,7,3242.52,2269.764,3242.52,2269.764
376,0.3,Ideal,5,F,SI1,3,-592.6,-414.82,0,0
377,1.06,Ideal,5,I,SI2,2,5347.28,3743.096,5347.28,3743.096
378,0.81,Ideal,5,F,VS1,4,4152.03,2906.421,4152.03,2906.421
379,0.58,Ideal,5,D,SI1,3,1763.04,1234.128,1763.04,1234.128
380,0.53,Good,2,H,SI1,3,868.09,607.663,868.09,607.663
381,0.3,Very Good,3,E,SI1,3,-908.8,-636.16,0,0
382,1.09,Premium,4,F,SI1,3,5895.57,4126.899,5895.57,4126.899
383,1.17,Ideal,5,I,SI2,2,6272.71,4390.897,6272.71,4390.897
384,1.53,Ideal,5,I,VS2,5,10663.39,7464.373,10663.39,7464.373
385,1.03,Good,2,E,SI2,2,4620.59,3234.413,4620.59,3234.413
386,0.35,Premium,4,I,SI1,3,-330.05,-231.035,0,0
387,1,Very Good,3,D,VS2,5,5888.3,4121.81,5888.3,4121.81
388,2.01,Premium,4,G,SI2,2,13181.53,9227.071,13181.53,9227.071
389,0.32,Premium,4,G,VS1,4,-128.44,-89.908,0,0
390,1.01,Ideal,5,F,SI2,2,4926.63,3448.641,4926.63,3448.641
391,0.4,Very Good,3,D,VS2,5,840.5,588.35,840.5,588.35
392,1.12,Premium,4,D,SI2,2,5693.96,3985.772,5693.96,3985.772
393,1.24,Very Good,3,H,VVS2,6,8361.42,5852.994,8361.42,5852.994
394,0.52,Ideal,5,E,VS2,5,2166.26,1516.382,2166.26,1516.382
395,0.82,Very Good,3,F,VVS2,6,4827.96,3379.572,4827.96,3379.572
396,1.05,Good,2,G,SI2,2,4788.85,3352.195,4788.85,3352.195
397,1,Very Good,3,F,VS2,5,5888.3,4121.81,5888.3,4121.81
398,0.81,Very Good,3,J,SI1,3,3381.83,2367.281,3381.83,2367.281
399,1.02,Very Good,3,E,VS1,4,5602.56,3921.792,5602.56,3921.792
400,0.75,Fair,1,J,VS1,4,3014.85,2110.395,3014.85,2110.395
401,0.4,Very Good,3,D,SI2,2,-521.5,-365.05,0,0
402,2.04,Premium,4,F,SI2,2,13433.92,9403.744,13433.92,9403.744
403,0.52,Ideal,5,E,VS2,5,2166.26,1516.382,2166.26,1516.382
404,0.8,Very Good,3,F,VS2,5,4205.7,2943.99,4205.7,2943.99
405,1.01,Very Good,3,F,VS1,4,5518.43,3862.901,5518.43,3862.901
406,0.43,Premium,4,E,SI1,3,342.99,240.093,342.99,240.093
407,1.13,Premium,4,G,VVS1,7,8048.09,5633.663,8048.09,5633.663
408,0.4,Ideal,5,F,IF,8,2518.7,1763.09,2518.7,1763.09
409,1.05,Premium,4,G,VS1,4,6013.05,4209.135,6013.05,4209.135
410,0.41,Good,2,E,VS2,5,766.53,536.571,766.53,536.571
411,1.01,Ideal,5,G,VS2,5,6288.63,4402.041,6288.63,4402.041
412,0.7,Fair,1,G,SI1,3,2140.2,1498.14,2140.2,1498.14
413,0.55,Ideal,5,G,VVS1,7,3326.65,2328.655,3326.65,2328.655
414,0.53,Ideal,5,E,VS2,5,2250.39,1575.273,2250.39,1575.273
415,1.16,Ideal,5,F,VS2,5,7550.58,5285.406,7550.58,5285.406
416,0.3,Ideal,5,F,VS1,4,-138.6,-97.02,0,0
417,0.7,Ideal,5,F,VS2,5,3680.6,2576.42,3680.6,2576.42
418,0.33,Very Good,3,F,VVS2,6,705.59,493.913,705.59,493.913
419,0.71,Premium,4,E,VS2,5,3606.63,2524.641,3606.63,2524.641
420,0.71,Premium,4,E,VS1,4,3152.63,2206.841,3152.63,2206.841
421,0.33,Ideal,5,G,IF,8,1929.79,1350.853,1929.79,1350.853
422,1.58,Ideal,5,I,SI1,3,10176.04,7123.228,10176.04,7123.228
423,1.63,Premium,4,I,VS1,4,10892.59,7624.813,10892.59,7624.813
424,0.38,Ideal,5,E,IF,8,2350.44,1645.308,2350.44,1645.308
425,1.29,Premium,4,I,VS1,4,8032.17,5622.519,8032.17,5622.519
426,1.1,Very Good,3,I,SI2,2,5367.6,3757.32,5367.6,3757.32
427,1.73,Premium,4,F,SI2,2,10825.89,7578.123,10825.89,7578.123
428,1.01,Fair,1,F,SI1,3,4748.23,3323.761,4748.23,3323.761
429,0.41,Very Good,3,E,SI2,2,-437.37,-306.159,0,0
430,0.9,Premium,4,I,VS2,5,5205.1,3643.57,5205.1,3643.57
431,0.3,Ideal,5,I,VS1,4,-138.6,-97.02,0,0
432,0.27,Ideal,5,E,VS1,4,-390.99,-273.693,0,0
433,0.28,Very Good,3,H,SI1,3,-1077.06,-753.942,0,0
434,1.17,Ideal,5,H,VS2,5,7634.71,5344.297,7634.71,5344.297
435,1.02,Premium,4,E,SI1,3,5306.66,3714.662,5306.66,3714.662
436,0.34,Ideal,5,E,VVS1,7,1559.92,1091.944,1559.92,1091.944
437,0.45,Good,2,F,VS1,4,649.05,454.335,649.05,454.335
438,0.75,Ideal,5,G,SI2,2,2739.25,1917.475,2739.25,1917.475
439,0.31,Ideal,5,F,VVS2,6,853.53,597.471,853.53,597.471
440,0.38,Ideal,5,D,VVS2,6,1442.44,1009.708,1442.44,1009.708
441,0.39,Premium,4,G,VS2,5,914.47,640.129,914.47,640.129
442,0.54,Ideal,5,G,SI1,3,1426.52,998.564,1426.52,998.564
443,0.7,Premium,4,D,SI1,3,2614.5,1830.15,2614.5,1830.15
444,0.31,Ideal,5,E,IF,8,1761.53,1233.071,1761.53,1233.071
445,1.21,Ideal,5,F,VS2,5,7971.23,5579.861,7971.23,5579.861
446,0.33,Premium,4,G,VS1,4,-44.31,-31.017,0,0
447,1.11,Very Good,3,J,VS1,4,6359.73,4451.811,6359.73,4451.811
448,0.31,Ideal,5,F,VS2,5,399.53,279.671,399.53,279.671
449,0.32,Very Good,3,F,VS2,5,167.46,117.222,167.46,117.222
450,0.28,Very Good,3,E,VVS2,6,284.94,199.458,284.94,199.458
451,2.17,Very Good,3,H,SI2,2,14369.51,10058.657,14369.51,10058.657
452,0.35,Good,2,H,VS2,5,261.75,183.225,261.75,183.225
453,0.57,Ideal,5,F,VVS1,7,3494.91,2446.437,3494.91,2446.437
454,1.02,Ideal,5,I,SI1,3,5464.76,3825.332,5464.76,3825.332
455,0.77,Ideal,5,J,VS2,5,4269.51,2988.657,4269.51,2988.657
456,0.55,Ideal,5,F,SI2,2,1056.65,739.655,1056.65,739.655
457,0.91,Premium,4,G,SI1,3,4381.23,3066.861,4381.23,3066.861
458,1.01,Very Good,3,G,VS2,5,5972.43,4180.701,5972.43,4180.701
459,0.33,Ideal,5,G,VVS2,6,1021.79,715.253,1021.79,715.253
460,0.9,Good,2,H,VS2,5,4888.9,3422.23,4888.9,3422.23
461,0.31,Premium,4,G,VS2,5,241.43,169.001,241.43,169.001
462,0.3,Ideal,5,D,VS1,4,-138.6,-97.02,0,0
463,0.39,Ideal,5,H,SI2,2,-289.43,-202.601,0,0
464,0.63,Very Good,3,G,VS1,4,2321.49,1625.043,2321.49,1625.043
465,0.71,Ideal,5,F,SI1,3,2856.73,1999.711,2856.73,1999.711
466,1.02,Ideal,5,G,VS2,5,6372.76,4460.932,6372.76,4460.932
467,0.56,Very Good,3,J,VS2,5,2186.58,1530.606,2186.58,1530.606
468,0.53,Ideal,5,E,VS1,4,1796.39,1257.473,1796.39,1257.473
469,0.92,Good,2,D,SI2,2,3695.16,2586.612,3695.16,2586.612
470,0.3,Ideal,5,G,VS1,4,-138.6,-97.02,0,0
471,0.52,Very Good,3,F,VVS2,6,2304.06,1612.842,2304.06,1612.842
472,0.36,Ideal,5,E,VS1,4,366.18,256.326,366.18,256.326
473,2.02,Ideal,5,F,SI2,2,13423.76,9396.632,13423.76,9396.632
474,0.54,Ideal,5,D,VS2,5,2334.52,1634.164,2334.52,1634.164
475,0.76,Very Good,3,J,VS1,4,3415.18,2390.626,3415.18,2390.626
476,1.21,Very Good,3,F,VS2,5,7655.03,5358.521,7655.03,5358.521
477,0.3,Premium,4,F,VS2,5,157.3,110.11,157.3,110.11
478,0.9,Very Good,3,E,SI1,3,4139,2897.3,4139,2897.3
479,0.36,Ideal,5,D,SI2,2,-541.82,-379.274,0,0
480,0.71,Ideal,5,I,SI1,3,2856.73,1999.711,2856.73,1999.711
481,1.09,Ideal,5,E,VS2,5,6961.67,4873.169,6961.67,4873.169
482,0.31,Ideal,5,D,VVS2,6,853.53,597.471,853.53,597.471
483,0.3,Very Good,3,G,VS1,4,-454.8,-318.36,0,0
484,0.4,Ideal,5,I,VS2,5,1156.7,809.69,1156.7,809.69
485,0.3,Ideal,5,E,VVS2,6,769.4,538.58,769.4,538.58
486,1.7,Premium,4,F,VS2,5,11935.5,8354.85,11935.5,8354.85
487,0.43,Very Good,3,E,SI1,3,184.89,129.423,184.89,129.423
488,0.53,Ideal,5,F,VVS2,6,2704.39,1893.073,2704.39,1893.073
489,0.41,Ideal,5,G,VS1,4,786.83,550.781,786.83,550.781
490,0.72,Premium,4,E,SI1,3,2782.76,1947.932,2782.76,1947.932
491,1,Good,2,G,VS2,5,5730.2,4011.14,5730.2,4011.14
492,0.37,Ideal,5,F,VVS2,6,1358.31,950.817,1358.31,950.817
493,0.5,Very Good,3,G,SI1,3,773.8,541.66,773.8,541.66
494,0.31,Ideal,5,G,VVS1,7,1307.53,915.271,1307.53,915.271
495,1.01,Very Good,3,F,VS2,5,5972.43,4180.701,5972.43,4180.701
496,0.33,Ideal,5,E,VS2,5,567.79,397.453,567.79,397.453
497,0.35,Good,2,I,SI1,3,-646.25,-452.375,0,0
498,0.3,Ideal,5,E,VVS2,6,769.4,538.58,769.4,538.58
499,0.37,Premium,4,J,VS2,5,746.21,522.347,746.21,522.347
500,1.21,Ideal,5,G,VS2,5,7971.23,5579.861,7971.23,5579.861
501,1.05,Ideal,5,E,VVS2,6,7079.15,4955.405,7079.15,4955.405
502,1.11,Premium,4,D,VS2,5,6971.83,4880.281,6971.83,4880.281
503,0.57,Ideal,5,D,VS2,5,2586.91,1810.837,2586.91,1810.837
504,1.01,Very Good,3,E,SI2,2,4610.43,3227.301,4610.43,3227.301
505,0.51,Ideal,5,I,VS2,5,2082.13,1457.491,2082.13,1457.491
506,0.52,Ideal,5,G,VS1,4,1712.26,1198.582,1712.26,1198.582
507,0.58,Ideal,5,G,SI1,3,1763.04,1234.128,1763.04,1234.128
508,0.26,Very Good,3,E,VVS1,7,570.68,399.476,570.68,399.476
509,0.85,Fair,1,H,I1,1,2494.15,1745.905,2494.15,1745.905
510,0.43,Ideal,5,G,VVS1,7,2317.09,1621.963,2317.09,1621.963
511,0.25,Ideal,5,G,VVS1,7,802.75,561.925,802.75,561.925
512,0.78,Ideal,5,H,SI1,3,3445.64,2411.948,3445.64,2411.948
513,1,Ideal,5,D,SI1,3,5296.5,3707.55,5296.5,3707.55
514,0.31,Good,2,D,SI2,2,-1436.77,-1005.739,0,0
515,0.44,Premium,4,G,VS2,5,1335.12,934.584,1335.12,934.584
516,0.5,Premium,4,G,VVS2,6,2293.9,1605.73,2293.9,1605.73
517,1.82,Very Good,3,G,SI1,3,11878.96,8315.272,11878.96,8315.272
518,0.4,Very Good,3,D,VVS2,6,1294.5,906.15,1294.5,906.15
519,0.33,Premium,4,H,VS2,5,409.69,286.783,409.69,286.783
520,0.71,Premium,4,G,SI1,3,2698.63,1889.041,2698.63,1889.041
521,2.03,Very Good,3,I,VS2,5,14553.69,10187.583,14553.69,10187.583
522,0.25,Ideal,5,H,VS1,4,-559.25,-391.475,0,0
523,1.1,Premium,4,F,VS2,5,6887.7,4821.39,6887.7,4821.39
524,0.91,Very Good,3,G,VS1,4,4677.13,3273.991,4677.13,3273.991
525,0.54,Ideal,5,D,VS1,4,1880.52,1316.364,1880.52,1316.364
526,0.9,Good,2,D,SI1,3,3980.9,2786.63,3980.9,2786.63
527,1.09,Good,2,H,SI1,3,5579.37,3905.559,5579.37,3905.559
528,1.57,Ideal,5,H,I1,1,9183.91,6428.737,9183.91,6428.737
529,0.71,Ideal,5,F,VS1,4,3310.73,2317.511,3310.73,2317.511
530,0.72,Good,2,G,VS2,5,3374.56,2362.192,3374.56,2362.192
531,1.12,Ideal,5,H,SI1,3,6306.06,4414.242,6306.06,4414.242
532,0.31,Ideal,5,H,IF,8,1761.53,1233.071,1761.53,1233.071
533,0.7,Ideal,5,F,SI1,3,2772.6,1940.82,2772.6,1940.82
534,0.53,Ideal,5,H,VS1,4,1796.39,1257.473,1796.39,1257.473
535,0.3,Ideal,5,H,IF,8,1677.4,1174.18,1677.4,1174.18
536,0.73,Premium,4,G,VVS2,6,4228.89,2960.223,4228.89,2960.223
537,0.4,Premium,4,E,VS1,4,544.6,381.22,544.6,381.22
538,1.09,Premium,4,H,SI1,3,5895.57,4126.899,5895.57,4126.899
539,1.21,Premium,4,I,VS2,5,7813.13,5469.191,7813.13,5469.191
540,0.32,Ideal,5,D,VVS2,6,937.66,656.362,937.66,656.362
541,0.31,Ideal,5,G,VVS1,7,1307.53,915.271,1307.53,915.271
542,0.43,Premium,4,I,IF,8,2612.99,1829.093,2612.99,1829.093
543,0.3,Ideal,5,E,VS2,5,315.4,220.78,315.4,220.78
544,1,Ideal,5,H,I1,1,4388.5,3071.95,4388.5,3071.95
545,0.3,Ideal,5,E,SI2,2,-1046.6,-732.62,0,0
546,0.61,Very Good,3,G,VS2,5,2607.23,1825.061,2607.23,1825.061
547,0.33,Very Good,3,E,SI1,3,-656.41,-459.487,0,0
548,0.62,Premium,4,F,VS2,5,2849.46,1994.622,2849.46,1994.622
549,1.1,Premium,4,G,VS2,5,6887.7,4821.39,6887.7,4821.39
550,0.32,Ideal,5,F,VS1,4,29.66,20.762,29.66,20.762
551,1.08,Very Good,3,F,SI1,3,5653.34,3957.338,5653.34,3957.338
552,0.41,Ideal,5,G,SI2,2,-121.17,-84.819,0,0
553,1,Ideal,5,G,SI1,3,5296.5,3707.55,5296.5,3707.55
554,1,Ideal,5,E,SI1,3,5296.5,3707.55,5296.5,3707.55
555,0.37,Ideal,5,G,IF,8,2266.31,1586.417,2266.31,1586.417
556,0.35,Premium,4,E,SI2,2,-784.05,-548.835,0,0
557,1.2,Good,2,H,SI1,3,6504.8,4553.36,6504.8,4553.36
558,0.5,Premium,4,E,SI1,3,931.9,652.33,931.9,652.33
559,0.43,Ideal,5,G,VVS2,6,1863.09,1304.163,1863.09,1304.163
560,0.42,Very Good,3,G,VS2,5,1008.76,706.132,1008.76,706.132
561,0.59,Ideal,5,E,SI1,3,1847.17,1293.019,1847.17,1293.019
562,1.4,Ideal,5,H,SI2,2,8207.7,5745.39,8207.7,5745.39
563,0.66,Good,2,F,VS2,5,2869.78,2008.846,2869.78,2008.846
564,1.02,Ideal,5,I,VS2,5,6372.76,4460.932,6372.76,4460.932
565,0.53,Ideal,5,H,VS2,5,2250.39,1575.273,2250.39,1575.273
566,0.51,Good,2,F,SI1,3,699.83,489.881,699.83,489.881
567,0.42,Very Good,3,D,SI2,2,-353.24,-247.268,0,0
568,2.03,Ideal,5,H,SI2,2,13507.89,9455.523,13507.89,9455.523
569,0.41,Premium,4,H,VS1,4,628.73,440.111,628.73,440.111
570,0.41,Ideal,5,F,VS1,4,786.83,550.781,786.83,550.781
571,0.3,Very Good,3,H,VS2,5,-0.8,-0.56,0,0
572,1.11,Ideal,5,F,VS2,5,7129.93,4990.951,7129.93,4990.951
573,0.31,Very Good,3,J,VS2,5,83.33,58.331,83.33,58.331
574,0.7,Good,2,F,SI1,3,2298.3,1608.81,2298.3,1608.81
575,0.4,Premium,4,E,SI1,3,90.6,63.42,90.6,63.42
576,0.33,Ideal,5,G,SI2,2,-794.21,-555.947,0,0
577,0.9,Very Good,3,F,SI2,2,3685,2579.5,3685,2579.5
578,0.31,Ideal,5,F,VS2,5,399.53,279.671,399.53,279.671
579,1.15,Ideal,5,D,VS2,5,7466.45,5226.515,7466.45,5226.515
580,1.01,Ideal,5,D,VVS2,6,6742.63,4719.841,6742.63,4719.841
581,0.42,Ideal,5,G,VS1,4,870.96,609.672,870.96,609.672
582,0.91,Ideal,5,J,VS1,4,4993.33,3495.331,4993.33,3495.331
583,1.26,Premium,4,I,SI1,3,7325.78,5128.046,7325.78,5128.046
584,1.28,Ideal,5,G,VS1,4,8106.14,5674.298,8106.14,5674.298
585,1.17,Ideal,5,G,VVS2,6,8088.71,5662.097,8088.71,5662.097
586,1.02,Premium,4,G,SI2,2,4852.66,3396.862,4852.66,3396.862
587,0.57,Ideal,5,E,VS2,5,2586.91,1810.837,2586.91,1810.837
588,0.91,Very Good,3,I,VS2,5,5131.13,3591.791,5131.13,3591.791
589,1,Ideal,5,I,VS2,5,6204.5,4343.15,6204.5,4343.15
590,0.7,Good,2,D,VS1,4,2752.3,1926.61,2752.3,1926.61
591,1.14,Very Good,3,D,VS2,5,7066.12,4946.284,7066.12,4946.284
592,0.9,Very Good,3,F,SI2,2,3685,2579.5,3685,2579.5
593,0.3,Ideal,5,G,IF,8,1677.4,1174.18,1677.4,1174.18
594,0.27,Ideal,5,E,VS1,4,-390.99,-273.693,0,0
595,0.34,Ideal,5,I,IF,8,2013.92,1409.744,2013.92,1409.744
596,0.33,Ideal,5,G,IF,8,1929.79,1350.853,1929.79,1350.853
597,2,Ideal,5,G,SI2,2,13255.5,9278.85,13255.5,9278.85
598,0.7,Premium,4,G,VS2,5,3522.5,2465.75,3522.5,2465.75
599,0.37,Good,2,F,VS2,5,430.01,301.007,430.01,301.007
600,0.73,Ideal,5,D,VS2,5,3932.99,2753.093,3932.99,2753.093
601,0.38,Ideal,5,E,SI1,3,80.44,56.308,80.44,56.308
602,1,Premium,4,I,VS1,4,5592.4,3914.68,5592.4,3914.68
603,0.39,Premium,4,G,IF,8,2276.47,1593.529,2276.47,1593.529
604,0.51,Premium,4,E,VS2,5,1924.03,1346.821,1924.03,1346.821
605,0.7,Very Good,3,F,SI1,3,2456.4,1719.48,2456.4,1719.48
606,1.11,Good,2,H,SI2,2,5293.63,3705.541,5293.63,3705.541
607,0.34,Ideal,5,E,VVS1,7,1559.92,1091.944,1559.92,1091.944
608,1.25,Ideal,5,J,SI1,3,7399.75,5179.825,7399.75,5179.825
609,0.52,Ideal,5,J,SI1,3,1258.26,880.782,1258.26,880.782
610,1,Very Good,3,H,SI2,2,4526.3,3168.41,4526.3,3168.41
611,0.33,Ideal,5,F,VVS1,7,1475.79,1033.053,1475.79,1033.053
612,1.8,Ideal,5,D,SI2,2,11572.9,8101.03,11572.9,8101.03
613,0.3,Good,2,H,VS1,4,-612.9,-429.03,0,0
614,0.7,Very Good,3,E,VS1,4,2910.4,2037.28,2910.4,2037.28
615,1.08,Ideal,5,G,VS2,5,6877.54,4814.278,6877.54,4814.278
616,0.61,Good,2,G,I1,1,633.13,443.191,633.13,443.191
617,1.1,Premium,4,G,VS2,5,6887.7,4821.39,6887.7,4821.39
618,0.41,Premium,4,F,VS2,5,1082.73,757.911,1082.73,757.911
619,0.33,Very Good,3,G,VS2,5,251.59,176.113,251.59,176.113
620,0.5,Premium,4,J,SI1,3,931.9,652.33,931.9,652.33
621,0.38,Premium,4,D,VS1,4,376.34,263.438,376.34,263.438
622,2.01,Ideal,5,H,SI2,2,13339.63,9337.741,13339.63,9337.741
623,0.42,Ideal,5,D,SI1,3,416.96,291.872,416.96,291.872
624,1.52,Ideal,5,G,SI1,3,9671.26,6769.882,9671.26,6769.882
625,0.53,Ideal,5,E,VS1,4,1796.39,1257.473,1796.39,1257.473
626,0.7,Very Good,3,E,IF,8,4726.4,3308.48,4726.4,3308.48
627,0.72,Ideal,5,G,VS2,5,3848.86,2694.202,3848.86,2694.202
628,0.9,Very Good,3,E,SI1,3,4139,2897.3,4139,2897.3
629,1.22,Ideal,5,I,SI1,3,7147.36,5003.152,7147.36,5003.152
630,0.25,Very Good,3,F,VVS1,7,486.55,340.585,486.55,340.585
631,2.03,Ideal,5,I,VS2,5,14869.89,10408.923,14869.89,10408.923
632,1.02,Ideal,5,G,SI2,2,5010.76,3507.532,5010.76,3507.532
633,0.74,Ideal,5,J,VS1,4,3563.12,2494.184,3563.12,2494.184
634,1.24,Premium,4,H,SI1,3,7157.52,5010.264,7157.52,5010.264
635,1.15,Premium,4,G,SI2,2,5946.35,4162.445,5946.35,4162.445
636,2.01,Premium,4,I,SI2,2,13181.53,9227.071,13181.53,9227.071
637,0.71,Premium,4,F,IF,8,4968.63,3478.041,4968.63,3478.041
638,0.56,Ideal,5,D,SI2,2,1140.78,798.546,1140.78,798.546
639,1.01,Ideal,5,H,SI1,3,5380.63,3766.441,5380.63,3766.441
640,0.31,Ideal,5,F,IF,8,1761.53,1233.071,1761.53,1233.071
641,1.19,Ideal,5,D,SI2,2,6440.97,4508.679,6440.97,4508.679
642,0.5,Ideal,5,D,VS2,5,1998,1398.6,1998,1398.6
643,1.02,Premium,4,G,SI1,3,5306.66,3714.662,5306.66,3714.662
644,0.38,Premium,4,E,SI1,3,-77.66,-54.362,0,0
645,0.41,Ideal,5,F,VVS2,6,1694.83,1186.381,1694.83,1186.381
646,1.52,Ideal,5,D,SI2,2,9217.26,6452.082,9217.26,6452.082
647,1.22,Ideal,5,G,VS2,5,8055.36,5638.752,8055.36,5638.752
648,0.53,Ideal,5,D,VS2,5,2250.39,1575.273,2250.39,1575.273
649,0.4,Very Good,3,D,SI1,3,-67.5,-47.25,0,0
650,0.33,Premium,4,D,SI1,3,-498.31,-348.817,0,0
651,0.31,Ideal,5,H,VS1,4,-54.47,-38.129,0,0
652,1.14,Premium,4,D,SI1,3,6316.22,4421.354,6316.22,4421.354
653,1.32,Premium,4,I,SI2,2,7376.56,5163.592,7376.56,5163.592
654,0.23,Very Good,3,F,VVS1,7,318.29,222.803,318.29,222.803
655,0.41,Very Good,3,G,VVS2,6,1378.63,965.041,1378.63,965.041
656,2.24,Ideal,5,I,SI2,2,15274.62,10692.234,15274.62,10692.234
657,0.55,Ideal,5,D,VS2,5,2418.65,1693.055,2418.65,1693.055
658,2.32,Fair,1,H,SI1,3,15769.26,11038.482,15769.26,11038.482
659,1.25,Ideal,5,J,VS2,5,8307.75,5815.425,8307.75,5815.425
660,0.31,Ideal,5,F,SI1,3,-508.47,-355.929,0,0
661,2.01,Fair,1,H,VS2,5,14069.23,9848.461,14069.23,9848.461
662,0.55,Ideal,5,E,SI1,3,1510.65,1057.455,1510.65,1057.455
663,0.7,Very Good,3,E,VVS2,6,3818.4,2672.88,3818.4,2672.88
664,1.51,Good,2,D,VS1,4,9566.83,6696.781,9566.83,6696.781
665,0.31,Ideal,5,F,VVS1,7,1307.53,915.271,1307.53,915.271
666,0.95,Ideal,5,H,SI1,3,4875.85,3413.095,4875.85,3413.095
667,0.24,Ideal,5,G,VS1,4,-643.38,-450.366,0,0
668,0.4,Premium,4,D,SI2,2,-363.4,-254.38,0,0
669,1.25,Premium,4,H,SI2,2,6787.65,4751.355,6787.65,4751.355
670,0.24,Very Good,3,E,VVS1,7,402.42,281.694,402.42,281.694
671,0.83,Ideal,5,F,SI1,3,3866.29,2706.403,3866.29,2706.403
672,1.01,Very Good,3,G,VS2,5,5972.43,4180.701,5972.43,4180.701
673,0.27,Very Good,3,F,VVS1,7,654.81,458.367,654.81,458.367
674,1.1,Ideal,5,F,VS1,4,6591.8,4614.26,6591.8,4614.26
675,0.3,Premium,4,G,VVS2,6,611.3,427.91,611.3,427.91
676,0.52,Ideal,5,E,SI1,3,1258.26,880.782,1258.26,880.782
677,0.4,Ideal,5,G,IF,8,2518.7,1763.09,2518.7,1763.09
678,1.3,Premium,4,H,SI1,3,7662.3,5363.61,7662.3,5363.61
679,1.71,Ideal,5,G,VS1,4,11723.73,8206.611,11723.73,8206.611
680,0.52,Ideal,5,D,VS2,5,2166.26,1516.382,2166.26,1516.382
681,0.33,Ideal,5,H,VVS1,7,1475.79,1033.053,1475.79,1033.053
682,1,Very Good,3,E,VVS2,6,6342.3,4439.61,6342.3,4439.61
683,0.5,Premium,4,F,VS1,4,1385.9,970.13,1385.9,970.13
684,0.91,Very Good,3,F,SI1,3,4223.13,2956.191,4223.13,2956.191
685,1.21,Ideal,5,G,VS1,4,7517.23,5262.061,7517.23,5262.061
686,0.51,Ideal,5,D,VS2,5,2082.13,1457.491,2082.13,1457.491
687,0.41,Premium,4,G,VVS2,6,1536.73,1075.711,1536.73,1075.711
688,0.94,Very Good,3,F,SI2,2,4021.52,2815.064,4021.52,2815.064
689,0.31,Premium,4,G,SI1,3,-666.57,-466.599,0,0
690,0.4,Ideal,5,D,VS2,5,1156.7,809.69,1156.7,809.69
691,1.12,Ideal,5,G,SI1,3,6306.06,4414.242,6306.06,4414.242
692,1,Good,2,E,SI1,3,4822.2,3375.54,4822.2,3375.54
693,1.48,Premium,4,H,SI2,2,8722.64,6105.848,8722.64,6105.848
694,0.32,Ideal,5,G,SI1,3,-424.34,-297.038,0,0
695,0.76,Good,2,G,IF,8,5073.08,3551.156,5073.08,3551.156
696,0.42,Ideal,5,D,SI1,3,416.96,291.872,416.96,291.872
697,0.5,Good,2,E,SI1,3,615.7,430.99,615.7,430.99
698,0.83,Very Good,3,J,VS2,5,4458.09,3120.663,4458.09,3120.663
699,0.32,Very Good,3,G,VS1,4,-286.54,-200.578,0,0
700,0.7,Ideal,5,H,VS1,4,3226.6,2258.62,3226.6,2258.62
701,0.73,Ideal,5,D,VS1,4,3478.99,2435.293,3478.99,2435.293
702,0.71,Very Good,3,D,VS1,4,2994.53,2096.171,2994.53,2096.171
703,0.35,Premium,4,F,SI1,3,-330.05,-231.035,0,0
704,0.42,Premium,4,H,SI1,3,258.86,181.202,258.86,181.202
705,0.81,Ideal,5,E,VS2,5,4606.03,3224.221,4606.03,3224.221
706,0.32,Ideal,5,E,VS2,5,483.66,338.562,483.66,338.562
707,0.85,Premium,4,I,I1,1,2968.45,2077.915,2968.45,2077.915
708,0.71,Good,2,F,SI1,3,2382.43,1667.701,2382.43,1667.701
709,0.32,Very Good,3,H,VVS2,6,621.46,435.022,621.46,435.022
710,1.09,Premium,4,H,SI1,3,5895.57,4126.899,5895.57,4126.899
711,0.35,Premium,4,D,VS2,5,577.95,404.565,577.95,404.565
